Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
India,IND,Cereal production (metric tons),AG.PRD.CREL.MT,,87376496,87257552,90373008,93706000,79699504,80137608,95453504,102443708,106291244,113909504,113238296,108615456,119648216,106793000,127807800,121625108,138062904,142964696,126470304,140490600,147583816,136101404,166781704,164477600,165682196,164955216,156114500,183867008,199413216,193919312,193101196,201468404,208626900,211941400,210012500,218750900,223232400,226877000,236205608,234931192,242963796,206636708,236592700,229845504,239997492,242785588,260485904,266835300,250783392,267838308,287860000,293290000,294909510,296099510,285933000,294520000,311418745,321556400,324960800,342108770,356345000
Not classified,INX,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Cereal production (metric tons),AG.PRD.CREL.MT,,1367919,1439216,1258816,1136399,1173711,1107600,1269300,1450800,1403200,1371000,1580400,1431400,1296500,1440900,1379700,1253000,1833000,1768000,1916000,2064800,2046800,2177700,1990700,2513800,2095800,1954800,2107800,2077800,1918800,1965820,1968048.39,2025770.8,1633158.66,1618110.58,1803329.58,2150592.05,1952836.76,1875440.01,2025967.25,2177490.65,2169040.7,1966954.95,2152352.89,2507508.33,1947926.55,2090355.84,2006462.35,2463992.68,2066174.9,2043780.93,2512186.79,2127500,2403000,2599817.27,2635748.65,2312985.31,2394645.57,1784900,2267990,1892640,2363950
"Iran, Islamic Rep.",IRN,Cereal production (metric tons),AG.PRD.CREL.MT,,4303119,4402740,4101140,4299578,5642713,6588982,5833000,6594000,6310000,6448000,5692000,6787000,6901000,6931000,8445000,9182500,8211950,8474311,8693746,8582850,9289878,10221717,9321331,10051706,10727817,11898530,12193218,12116749,10786652,13683863,14450207.9,16029233.6,16786212.2,16692464.7,17191141,16102130.2,15787881.2,18984493.2,14197138.8,12877641.8,14943509.7,19873850.17,20947988.4,21987685.3,21914452.7,22469919.6,24077570.4,12210782.6,17952655.2,19597231.3,15018275.96,15777121.79,16427670.68,17551045,18255384.86,22419770.81,18113759.53,18650828.19,21998893.97,15627813.16,14836137.19
Iraq,IRQ,Cereal production (metric tons),AG.PRD.CREL.MT,,1847205,2332325,1432038,1629550,2006634,1858708,2051724,2899566,2473690,2112408,1588491,3901326,1603339,1960870,1372508,2109366,1444700,1780469,1480600,1891900,2035800,2065900,1821700,1100160,2932251,2280630,1728000,2590600,1496700,3454800,2672653,2959211,3239908,2830150,2540110,3004520,2215530,2431550,1604520,904480,1818903.07,4124870,3521487.33,3316916.71,3708150,3785500,3752471,2225411,2650113,4362383,4270151,4790950,6498524,7048606,3471115.91,4007685,3735255,2615277,6913550,8885242,5302192
Iceland,ISL,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637,7389,7400,3900,7900,7287,7490
Israel,ISR,Cereal production (metric tons),AG.PRD.CREL.MT,,171600,152700,139200,329400,288000,137100,304650,223150,196750,155050,246500,385650,301700,352700,311700,251450,263650,190900,151700,303400,260900,203700,437100,173400,240850,285850,411650,309050,318800,396564,277320,342715.06,297038.66,183954,309380,264166.62,187072.69,248700,123030,182870,241640,271105,305620,273337.55,307620.25,245105.56,283464.48,198842.75,257009.47,241055.51,273519.91,356387.62,336558.34,372420.26,321746.39,262284.33,173788.48,150689.74,184113.18,246807.47,268284.8
Italy,ITA,Cereal production (metric tons),AG.PRD.CREL.MT,,13933400,14433210,13324660,14007520,14531270,14377630,15165050,15047330,15848360,16153080,16341770,15616689,15746610,16640396,16921900,16495300,14409200,17662800,17621700,17995200,18457268,18337400,18081100,19927800,18028600,18697900,18399800,17400000,17132670,17410540,19219130,19890867,19771428,19186472,19679024,20899946,19916519,20731020,21067676,20660952,19933158,21248429,17864361,23283207,21423171,20206559,20350618,21613374,17705746,18502904,19521138.3,18594125.5,18214664,19396843.8,17694873.4,18219221,16251718,16548350,16363450,16945440,16568150
Jamaica,JAM,Cereal production (metric tons),AG.PRD.CREL.MT,,8433,8941,9530,7315,5995,6379,4384,3713,4587,5011,5584,4479,4140,10132,13846,13077,10553,10273,7309,6782,6374,4630,7040,9044,8153,7030,6226,3793,3431,2381,3466,4334,3564,4081,3899,4067,3150,2228,2164,1781,2116,1765,2057,1611,1929,1895,1738,1997,2509,2626,2967.7,3121,2996,2512,2365,2353.6,2540,2177.09,2059,2018,2122
Jordan,JOR,Cereal production (metric tons),AG.PRD.CREL.MT,,208006,152901,102164,400558,380963,126550,216113,115119,202093,59792,195138,246449,56478,285121,62974,80954,74829,69413,21721,172193,70217,72247,129200,62030,82711,41046,115268,127093,79576,129010,101779,144313,88891.5,74916,90546,72773,71590,65317,14460,38302,37200,100958,69009.52,38613,71630,47465,35515,28220,41152,58260,66582,69627,87914,81280,68941,69268,62088,84762,114194,133241,92521.45
Japan,JPN,Cereal production (metric tons),AG.PRD.CREL.MT,,20318660,20635150,19470310,19079380,18925506,18915600,21023600,20998210,19912510,17661810,15205810,16168610,16287820,16511820,17624830,15712220,17495960,16483170,15938870,13191708,13824230,14000333,14059961,16012384,15856023,15805100,14526600,13866800,14317700,14449107,13069924.88,14285806.7,10737390,15787203.37,14121766.07,13668044.47,13319770,11933530,12282680,12796066.71,12254842.67,12184519.33,10824201.51,11993783.7,12433769.16,11741858.54,12024848.13,12151091.21,11461384.89,11454614.23,11657491.61,12166480.7,12264625.46,12285001.04,12141378.23,11924734.91,11903650.57,11575321.24,11843135.57,11685535.79,11898830.87
Kazakhstan,KAZ,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29649100,21530700,16399233.41,9476320,11210020,12358980,6380160,14248300,11539396,15865279,15926090,14738300,12337671,13750260,16472690,20082040,15530034,20763550,12115916,26825597.9,12788631.4,18157040.27,17110959.3,18585931.63,20410625,20129018,19989899.93,17503000.48,20185601.65,16566888.05
Kenya,KEN,Cereal production (metric tons),AG.PRD.CREL.MT,,1376218,1520717,1711045,1718408,1794258,1617546,2005760,2330767,2324274,2089966,2007843,2214950,2445860,2541882,2627749,3236349,3177352,2778901,2377734,2231089,2229399,2946815,2713320,1739552,2915624,3385292,2896914,3300425,3160756,2788475,2923992,2997899,2539301,3624079,3229877,2669157,2700368,2927285,2802247,2591351,3369648.3,3045518,3351497,3199022,3585080,3936250.35,3613833.84,2866110.72,2898883.86,4347437,4058581,4711585,4536942,4227112.63,4523082.62,3892022.42,3711200.84,4805992.21,4621356.41,4881355.14,3969251.22
Kyrgyz Republic,KGZ,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596100,1537600,1059790,911080,1325419,1610388,1607530,1617630,1550090,1794556,1712217,1633632,1708898,1621549,1504006,1417557,1440359.03,1858103,1510268.31,1504682.83,1357040.8,1728265,1355798.3,1753400.4,1763628.63,1720953.81,1783480.01,1823519.39,1901475.37,1376462.99
Cambodia,KHM,Cereal production (metric tons),AG.PRD.CREL.MT,,2557300,2190800,2805200,2963900,2639000,2511800,2606900,3405000,2620600,3951000,2853700,2006600,1122700,705000,1145000,1175000,1080000,1080000,608000,1818000,1575000,2000000,2082000,1308000,1854000,2144000,1853000,2541000,2726000,2588000,2460000,2281000,2428764,2268500,3502700,3468563,3457340,3558381,4136174,4183064,4284605,3971406,5025548,4426949,6233960,6641061,7250000,7787338,8509896,9018589,9496000,10241849,10317000,9874000,9735000,10615000,11268000,12124000,11780700,12148000,12330000
Kiribati,KIR,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Cereal production (metric tons),AG.PRD.CREL.MT,,6629757,5902917,6377585,7380506,7212458,8041079,7453095,7156833,8375894,8034292,7968165,7979340,8056924,8281408,9044456,9882637,9643628,10541876,10148227,6676479,8530055,8583504,8995642,9269310,8807552,8637576,8467053,9163507,8950058,8434015,7720465,7677307,6814911,7158465,6767246,7505223,7607782,7070638,7395754,7435175,7746435,6990361,6400167,7014673,6721823,6541077,6235335,6752447,6757669.49,6020702.01,5825775.77,5604303.9,5810450.68,5852499.19,5976258.87,5831045.8,5487987.7,5418615.89,5272890.2,4945349.62,5431955.51
Kuwait,KWT,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,3,5,8,10,20,24,9,28,32,27,131,225,220,413,505,780,776,3109,3148,3415,3687,2472,1830,884.95,136.6,787,1235,1961,3417,3616,6148,6343,7996,9251,13633,21809,9630,10078,14576,23234,15747,13651,20303,35457,26862,33254,53636,9312,5257,6103,11217,31382,26691.37,17491.89
Latin America & Caribbean (excluding high income),LAC,Cereal production (metric tons),AG.PRD.CREL.MT,,44453941,45296896,50195854,56297055,54148853,55721774,60710512,58311850,61052183,67494388,68689256,64654877,71587451,74452913,76539245,83217022,81976925,81831629,79233592,83982882,99005598,100973816,95454830,101416612,104472157,99333810,105156090,101090487,98823391,91739190,97001737.95,111169089.3,108961646.6,111855953.6,118421353.3,112280139.9,126192036.4,125627239.6,124043693.9,129970836.5,143150733.3,133704471.5,151726129.3,150535021.8,147164333.1,144698197.7,168465452.9,184868846.6,153269451.9,175855982.7,183194702.4,198461968.3,213943245.5,216452399.1,227451611.7,214152833.4,261843909.8,240982100.3,272062851.1,280606277.8,268050359
Lao PDR,LAO,Cereal production (metric tons),AG.PRD.CREL.MT,,557000,528000,535000,754000,763000,774000,833000,796000,921503,928231,837284,843330,910310,931914,938000,691325,727621,753380,898610,1081495,1187445,1127049,1132450,1355005,1428510,1490981,1242881,1054211,1447954,1558061,1292405,1561060,1298250,1632811,1468204,1491595,1738300,1784400,2198925,2318700,2446569,2540622,2518278,2732500,2940560,3113650,3398240,4077685,4279186,4091515,4161995,4614695,4628645,5414864.74,5618250,5701160,5232304,4566380,4328125,4203100,4920000
Lebanon,LBN,Cereal production (metric tons),AG.PRD.CREL.MT,,96500,106347,84700,89000,80905,95968,91301,64882,44228,54092,52414,76416,65638,92444,82700,55700,60760,56600,48600,30450,29575,30420,27200,25831,34450,46530,70482,73032,79361,77358,83213,88401,80905,79109,100385,93796,89657,102843,93000,122800,152950,140144,145835.93,165056.82,177240,189400,153370,177000,146600,111784.67,158638.17,188629.35,178658.66,176627.23,180116.43,181183.97,166851.49,163628.25,175548.84,133537.9,133529.55
Liberia,LBR,Cereal production (metric tons),AG.PRD.CREL.MT,,115000,120000,125000,130000,135000,141000,142000,152000,163000,190000,200000,210000,225000,248000,229000,245000,256000,244000,249000,243000,269000,284000,290000,298000,289000,288000,297700,297700,294090,180000,100000,110000,65000,50000,56200,94450,168400,209400,196300,183400,145000,110000,100000,110000,154800,164000,231800,295150,293000,296090,291000,297000,270000,266000,296000,335180,247495,257995,276400,279000,255600
Libya,LBY,Cereal production (metric tons),AG.PRD.CREL.MT,,104992,124400,128400,118200,155601,159615,174883,152963,205174,82458,50804,160131,274089,186860,270184,332909,110732,299221,213486,214831,247730,292800,417587,275134,234575,284850,275970,283231,321878,272536,257988.97,218124.02,180161.03,165154.92,146510.94,159800,206200,212700,212700,221780,217800,217100,216700,218465,233600,213470,213770,213200,215350,243539.07,275210,307526.56,305900,304363.03,254599.99,299287.67,209512.43,279466.7,219422.27,209467.13,209452.03
St. Lucia,LCA,Cereal production (metric tons),AG.PRD.CREL.MT,,50,50,30,18,20,30,30,25,25,21,25,30,31,35,35,35,35,35,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Cereal production (metric tons),AG.PRD.CREL.MT,,47397095,48303727,53129887,59751971,57638446,59362843,64191784,62266099,64675807,71363842,72458035,67956173,74888690,78437212,80551648,86759325,86545411,85838020,84003832,88442972,103512975,105255823,99584208,106319887,109998151,105465865,111733285,107990814,105743090,98081777,103537243,117959324.3,115632542.8,118626268.6,125795157.7,119709414.7,133989702.3,133155819,130951762.4,137706027.5,151525775.8,141769699.6,160748698.8,160903117.8,157479440.8,155190971.7,178310681.1,195630677,164263116.5,187349365.3,194703094.3,210218397.4,225581102.7,227964635.1,237529706.7,224188353.3,271236951.9,249269893.8,281010593.2,289804026.3,278065328.6
Least developed countries: UN classification,LDC,Cereal production (metric tons),AG.PRD.CREL.MT,,52279281,52340878,56028069,57587953,56669942,53752520,60224618,59451809,62609929,61587782,59356255,57540596,61090033,61514820,66149598,66703334,67480549,69692797,67482252,75761782,77942290,76003238,79389905,76099116,83018320,83689255,81457088,89189775,91591107,89029973,91726171.65,90857493.05,96073789.25,95164419.8,100161644.9,107978041.2,104260629.8,110510636.5,119650525.8,119885108.9,126168201.1,127944080,137026365.1,133166439,151813314.7,159173735,166115940.4,176262577.8,185083235.4,196885501,192863879,199435080.7,204498901.6,214287855.9,208415309.1,214613298.2,222933090.2,230596717.5,227232126.1,235173475.7,234299361.6
Low income,LIC,Cereal production (metric tons),AG.PRD.CREL.MT,,26147817,26905281,26990231,27876741,27270286,27840188,31113035,28338218,32268448,30606770,32245328,32564874,30957908,34280664,34355555,36881772,35753796,36364268,34558815,36334239,39723320,35031842,36063385,33266032,39968228,40414805,36771546,45525133,41554377,39583566,45869170.56,41864263.8,46843756.72,45520932.16,40963826.42,46643283.04,44759575.09,48286568.38,48381570.24,43493114.99,50102373.78,48179219.16,57054483.92,52654169.62,62583158.42,65834650.98,66459307.48,67937071.38,76043996.69,82968358.18,80825032.43,88544008.38,90365754.68,96829710.82,91078452.29,98160429.1,99737382.06,103799166.3,102777159.5,108083971.5,104613150.5
Liechtenstein,LIE,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Cereal production (metric tons),AG.PRD.CREL.MT,,951868,1061828,1076631,1100142,795199,1011504,1190706,1385641,1412377,1644193,1421355,1342614,1353723,1650815,1211357,1306398,1719023,1932237,1955033,2170390,2265866,2192543,2528616,2467570,2702001,2638561,2177294,2523913,2101237,2578860,2429895,2373882,2609310,2722454,2850089,2098777,2268861,2730821,2893630,2896040,2728140,2890180,3106450,2668240,3294530,3396030,3193100,4017620,3788070,4469740,4038207,4054851,4837225,3625675,5051180.51,4672771,2579086,4200098,4837907,5434886.5,5622708.9
Lower middle income,LMC,Cereal production (metric tons),AG.PRD.CREL.MT,,180784000,189253278,194095155,199659194,186289260,181180814,204900753,224095842,230283394,242721787,239624943,230846577,251261475,243468979,268859246,266406836,279666802,291687595,276772891,305558522,319643326,313963561,346881171,350685293,366668357,376673210,360307594,399890963,429767865,429039251,434097511.2,486480846.9,507268033.2,503944730,511359401.1,531691573,533447798,544015309.4,561406329,564556067.8,587898908.4,566128184.1,603925658,622828170.7,641319994.4,655482274.4,670625762.8,713444866,704682976.5,717598562.2,753471681.5,755056198.1,785132968.9,795836477.5,789008101.6,798383005.5,828032537.3,853287687.7,851826716.2,861191440.4,907774077.7
Low & middle income,LMY,Cereal production (metric tons),AG.PRD.CREL.MT,,397432091,423395795,453535337,476722723,470714149,487893759,527293594,532762447,547744820,589892854,608392078,591737838,624225706,642628457,686195126,701517889,702478107,749905943,749755590,776592270,820406321,836365547,890358373,919785355,920421243,943420803,933426475,979598682,1011300902,1039816500,1054497910,1261123374,1280649907,1244457476,1247762997,1312685847,1344086864,1323484981,1342358422,1315733354,1376518102,1354443231,1370265147,1436430443,1484230162,1525450042,1568723646,1684818702,1654715594,1669552661,1787742942,1792489128,1888114391,1919566499,1970333833,1987537428,2084897855,2062596499,2106684749,2154976418,2180204693
Lesotho,LSO,Cereal production (metric tons),AG.PRD.CREL.MT,,226648,223800,223400,222000,216800,223400,217300,212506,211684,182536,197254,104350,150350,264905,154422,119658,251026,288249,228837,194497,171796,125048,123097,131679,167107,132455,146191,233910,199365,242119,67253.8,93800.14,153256.22,222852.81,81221,257418,206026,171933,173865,149723.48,254959.76,149947.22,116475.05,109279.54,111647.04,118736,72685,74020,75442,173193,103973.07,101482.44,107674.04,115905.67,83009.96,25861.56,216184.46,158027.66,35280.56,28707.23,121810.48
Late-demographic dividend,LTE,Cereal production (metric tons),AG.PRD.CREL.MT,,185308353,198843751,220187228,234328061,250542331,264925897,270544209,271857132,271823766,297767605,318160919,312794221,330094926,348588472,356876012,376353757,361561022,392192900,411741041,409501044,413111690,451468541,478074909,509789115,490291367,504651917,511810790,513808842,533635391,554870879,563573295.6,698547743.1,695690650.9,671240065.2,671675752.1,711787655.2,732251756,694512551.9,712131334.5,660601461.7,708206341.2,701486739.5,677371948.7,741691762.4,740346725.9,771019386,784501276.6,862745429.9,858189124.8,830851200.8,917185280.8,902541526.1,968933917.9,986784645.8,1044282879,1037958346,1091349769,1054640287,1078538299,1092338950,1100496862
Lithuania,LTU,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206141.65,2681041.65,2106741.65,1915041.65,2623641.65,2953841.65,2725441.23,2057892.12,2667601.65,2356159.83,2539100,2625800,2859400,2811100,1857800,3017000,3421900,3806600,2796700,3225900,4656600,4474800,5123200,6066749,5120821,5074188,3999510,5207890,6544720,5340820
Luxembourg,LUX,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152830,144299,169038,164133.42,178984,160569,161461,148351,190722,188562,166184,149591,153433,173287,168563,176516,139262,149291,157630,163590,146230,147160
Latvia,LVA,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143400,1230700,896100,689040,960800,1035200,958900,783400,923624,928000,1028500,932400,1059500,1314300,1158700,1535200,1689400,1663100,1435500,1412000,2124500,1948700,2227200,3021500,2703200,2692500,2057300,3163200,3497100,2994600
"Macao SAR, China",MAC,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Cereal production (metric tons),AG.PRD.CREL.MT,,1537830,3511979,3856071,3403305,3486365,2179840,3523200,6352730,4089600,4251560,5352461,5167140,3228970,4809380,3728620,5713380,2888140,4744560,4103160,4514720,2130300,4916509,3581070,3759130,5312160,7824550,4336810,7958960,7428590,6275864,8664685,2950232.19,2817864.04,9638630,1783230,10103303.7,4097670.63,6629516.41,3843292.32,1996648.9,4603349.74,5287814.6,7969118.32,8598634.63,4279354.31,9236077.13,2505021.89,5330290.42,10443719.48,7834479.24,8689334,5311218.76,9874542.88,6936819.24,11687921.96,3560828.31,9787464.69,10389635.57,5316308.97,3325700.24,10447740.21
Monaco,MCO,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978255,3218589,1627891,2610779,1976169,3486746,2428062,2141579,1905097,2550044,2539059,2000680.18,2942574,2771711,2222357,1825348.29,3132303,2149173,2386009,2466400,2055650.03,2654337,2886891,2183323,2954175,3285836,3421119,3498682,1478349,4647542.62
Madagascar,MDG,Cereal production (metric tons),AG.PRD.CREL.MT,,1584920,1657700,1670300,1784510,1714600,1746795,1855015,1940490,1989965,2056645,2008805,2032600,2021780,2133205,2094080,2178985,2189893,2038310,2162612,2237803,2133725,2084520,2280960,2273900,2319560,2385058,2337849,2307600,2544675,2581217,2497183.9,2590967.09,2723977.31,2517000,2641973.75,2684976.82,2741980.17,2609983.93,2755988.21,2660170,2853015,2786948.94,3127724.54,3389544.49,3794599.2,3904369.54,4024722,4355509,4975572.69,5159720.58,4739751.99,5009947,3997774,4350378.47,4057987.42,4138500.16,3888315.15,4251337.01,4136202.43,4455177.01,4626792.58
Maldives,MDV,Cereal production (metric tons),AG.PRD.CREL.MT,,159,210,262,313,364,426,279,174,83,240,70,25,767,822,2070,146,83,28,40,17,102,57,25,5,5,5,5,6,11,7,4,8,10,11,11,9,96.44,92.01,95.89,99.46,110.32,109.84,176.82,132,120,135,138,145,146.53,163.77,171.94,185.49,195.47,195.07,196.88,202.06,198.23,201.21,200.83,200.31,200.84
Middle East & North Africa,MEA,Cereal production (metric tons),AG.PRD.CREL.MT,,17227295,23977648,23217742,22230266,24267873,21355812,24292823,29293787,26136174,25573799,25686222,31304697,24601472,28400997,30050942,33559002,25354550,29912896,28401453,32453183,30188097,32785916,30734490,29800448,38336142,40948808,38527909,44267945,40524487,48620425,55118908.33,52817792.9,53160529.81,57457509.95,50737423.69,62828348.53,50088958.2,59781442.67,49873177.66,44991140.99,53185432.93,62205174.57,70180973.61,70709800.65,68111717.58,74647924.88,67379417.25,52827204.5,69421195.38,63833731.49,64553133.09,64727778.08,70184207.15,66715588.05,69098091.33,63627888.39,65233288.63,61128344.29,73182357.22,64167617.45,62376563.98
Mexico,MEX,Cereal production (metric tons),AG.PRD.CREL.MT,,8516733,8605792,9539077,11710533,12488283,12987982,13068481,13925652,13843149,15006401,14805568,14394049,14863720,14618927,16625618,16478100,17967775,18897475,15653065,20893795,24626699,20256026,22683293,23638106,27403856,22708051,23696541,21113156,21425181,25562272,23672210,26889368,25201020.18,26810967,26883809.47,29312360,28065537,29124931.96,27435666,27995057,31060786.34,28773237,31336229,32315035,29062836,32158037,34313189,36109143.63,31285670,34925200,28408737,33614212,33210301,36526602.49,34704514.12,38464938.31,37487835.84,36068401.88,36164102.48,36374789.68,36582135.17
Marshall Islands,MHL,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Cereal production (metric tons),AG.PRD.CREL.MT,,371474941,395535395,425674738,448265540,443024902,460667851,496861696,504645607,516245752,560072497,577635658,559455754,593991586,609108229,651867655,664194323,667183983,713790737,715160161,738614154,781152303,801586438,853299224,887172358,882594342,903616725,896678288,932664293,971572023,1000283670,1008403090,1216015190,1231780436,1196816462,1202543526,1263321711,1297638743,1271805812,1293719774,1271492545,1323812221,1301809566,1309777791,1382352162,1418924801,1456419030,1499395105,1616360420,1576543789,1585482828,1704195340,1701695890,1795752110,1822447955,1877829952,1889762090,1986654081,1961841370,2001314250,2046887993,2078676240
North Macedonia,MKD,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623663,478926,647716,724919,545632,609613,659838,637839,564005,474500,555591,471689,681933,644627,602171,468652,613044,609056.62,541567,554880.86,459788.04,561902.73,629234.68,483878.81,640978.4,447776.98,598373.4,563116.93,578835.44,562240.59
Mali,MLI,Cereal production (metric tons),AG.PRD.CREL.MT,,1106550,1168200,1058200,947700,991700,1053013,1153900,1013900,1179058,991241,983742,817000,890000,1154000,1306628,1183620,1075000,1212502,1081330,967911,1197000,1281686,1481621,1113368,1724909,1727744,1639653,2196345,2156710,1771419,2414210,1809361.52,2227998,2457451,2188973.04,2219312,2137259,2548018.77,2893716.36,2310195.56,2584032.84,2518353.98,3409360.22,2845019.68,3398743.19,3693356.99,3885587,4814995.53,6057353.9,5338937.19,5777865.09,6555027,6993980,6980884.5,8055051.84,8849709.99,9296131.69,10159696.49,10451431.58,10352055.1,8819409.61
Malta,MLT,Cereal production (metric tons),AG.PRD.CREL.MT,,4964,5080,5503,5021,5025,4681,4786,3666,3653,3518,3963,4156,3734,3549,4354,5441,6135,5543,6473,7690,8933,11757,11554,9130,9130,8930,8735,8738,8515,8901,6900,7200,7300,7300,7400,7000,10543,10700,10789.97,11714,11800,12000,11800,12251.94,12433.29,12500,14200,16500,15900,15168.95,14596.93,14271.79,13974.29,13707.26,12180.12,12758.28,14587.02,0,0,0,0
Myanmar,MMR,Cereal production (metric tons),AG.PRD.CREL.MT,,6936974,7803006,7952501,8664696,8227347,6833424,7957755,8200906,8127052,8305587,8320493,7488512,8739541,8733016,9391721,9500779,9693499,10770027,10705395,13680630,14571071,14838886,15024136,14960176,15066662,14861999,14220309,13647252,14259141,14423776,13452834,15092551,16957677,18408238,18175900,17923400,17126700,17507300,20932038,21785100,22513600,22499700,23945800,25649700,28735200,32013900,32625200,33806400,34007161,34042752,30636485,28341452.42,28622447.27,28794117.6,28634815.68,28109552.27,29010669.43,30021180.27,28682538.82,28521951.02,27812742.87
Middle East & North Africa (excluding high income),MNA,Cereal production (metric tons),AG.PRD.CREL.MT,,16687031,23456648,22676291,21495445,23552448,20786181,23555663,28631568,25502066,24978323,25117010,30800751,24177705,27739267,29440413,33015527,24787483,29411721,27889603,31871630,29621108,32076295,29406332,28168845,35891292,38183115,35166826,40246266,36253535,44065206,50216853.6,47721721.94,47770339.12,52363816.65,47707642.67,60579361.18,47505962.07,57271817.46,47234730.08,42576752.03,50287439.19,59012554.54,66850167.45,67179815.33,64732840.01,71292833.44,64059101.31,50128453.8,67481250.86,61938013.91,62751238.31,63187509.01,68864963.52,64661185.04,67053593.98,61769867.54,63462907.35,59392796.75,71580490.18,62500575.56,60746525.07
Montenegro,MNE,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14351,2345,3865,4061,3793,6294,4895,7587.8,7614,6658,7019.6,7215.2,7300.5,6910,6683,7013.45
Mongolia,MNG,Cereal production (metric tons),AG.PRD.CREL.MT,,124400,327400,322200,371000,323200,264000,332100,215700,131600,284800,372900,205000,455400,315800,482400,374100,412600,354300,330300,286800,342700,550600,812800,596700,884000,869400,689210,814273,839200,718338,595000,493900,478822.5,333592.48,262712.91,221409.73,241690.58,195900,170706.49,143309,143412.52,127175.19,166479.53,139798.06,77837.65,138572,114777,212893,391659,355062,446050,479349,387043,525473,219068,483453.4,238101.9,453849.21,433305.44,430317.92,614497.24
Northern Mariana Islands,MNP,Cereal production (metric tons),AG.PRD.CREL.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Cereal production (metric tons),AG.PRD.CREL.MT,,641800,603000,653000,661000,684000,724000,791624,718758,719867,685874,649343,758000,900000,801000,542000,756000,738000,682000,621940,663000,663000,633000,623000,665000,746000,829000,569000,562000,607000,738050,551080.44,244554.12,765216.14,790926.67,1126331.22,1378290.74,1529972.48,1687210.58,1813596.09,1587548,1507208,1361337,1514953,1327853,1142170,1725608,1438604,1455084,2239000,2802582,2931941,2758683,1459320,1718167,1503910,1503088,1510100,1775517,1848259,1948665,2489000
